timestamp,latency,location,ward_id,ml_inference_time_ms,latency_ms,total_latency_ms,rolling_avg_latency
2025-10-19 13:26:35.000000,0.16032085673004745,edge,0,57.2562228540427,160.32085673004744,217.57707958409014,
2025-10-19 13:26:35.288462,0.14912040785977732,edge,1,92.15604618166454,149.12040785977732,241.27645404144184,
2025-10-19 13:26:35.576923,0.14903358602428324,edge,2,79.47980996549471,149.03358602428324,228.51339598977793,
2025-10-19 13:26:35.865385,0.1781701261580582,edge,0,79.75153162188035,178.1701261580582,257.9216577799385,
2025-10-19 13:26:36.153846,0.1751500291233275,edge,1,81.96439750926183,175.1500291233275,257.1144266325893,
2025-10-19 13:26:36.442308,0.1766511205265843,edge,2,68.50433703809749,176.6511205265843,245.1554575646818,
2025-10-19 13:26:36.730769,0.15516987691414588,edge,0,69.78125301582162,155.16987691414587,224.95112992996752,
2025-10-19 13:26:37.019231,0.15078844473785616,edge,1,81.88355604146352,150.78844473785617,232.6720007793197,
2025-10-19 13:26:37.307692,0.17065503125941783,edge,2,71.94997422185045,170.65503125941783,242.60500548126828,
2025-10-19 13:26:37.596154,0.15853416694099642,edge,0,84.54040963359444,158.5341669409964,243.07457657459085,
2025-10-19 13:26:37.884615,0.16646174307305342,edge,1,88.77315826833303,166.4617430730534,255.2349013413865,
2025-10-19 13:26:38.173077,0.17190723509105815,edge,2,76.49830417338396,171.90723509105814,248.40553926444213,
2025-10-19 13:26:38.461538,0.16271075325523932,edge,0,91.3697804108729,162.71075325523933,254.08053366611222,
2025-10-19 13:26:38.750000,0.1541792023980661,edge,1,88.39720549136348,154.17920239806608,242.5764078894296,
2025-10-19 13:26:39.038462,0.1594904454117738,edge,2,86.41636327325537,159.49044541177378,245.90680868502918,
2025-10-19 13:26:39.326923,0.15749422542597924,edge,0,94.82490251891613,157.49422542597924,252.31912794489537,
2025-10-19 13:26:39.615385,0.1506382737333561,edge,1,73.28369224583899,150.6382737333561,223.92196597919505,
2025-10-19 13:26:39.903846,0.17434880503688488,edge,2,117.86389773950319,174.34880503688487,292.212702776388,
2025-10-19 13:26:40.192308,0.16045843113628383,edge,0,152.3815963248779,160.45843113628382,312.84002746116175,
2025-10-19 13:26:40.480769,0.15920510563817966,edge,1,93.73102156605384,159.20510563817967,252.93612720423354,
2025-10-19 13:26:40.769231,0.152207826271937,edge,2,64.43241770430194,152.207826271937,216.64024397623893,
2025-10-19 13:26:41.057692,0.15606545284145867,edge,0,83.34608810357093,156.06545284145867,239.4115409450296,
2025-10-19 13:26:41.346154,0.16474492571250848,edge,1,85.71978958797563,164.7449257125085,250.46471530048407,
2025-10-19 13:26:41.634615,0.16444558936509934,edge,2,67.03728465345395,164.44558936509935,231.48287401855328,
2025-10-19 13:26:41.923077,0.1550690799033892,edge,0,81.88210657008307,155.0690799033892,236.95118647347223,
2025-10-19 13:26:42.211538,0.15102180187791078,edge,1,97.50392167511748,151.02180187791078,248.52572355302826,
2025-10-19 13:26:42.500000,0.15548208363923333,edge,2,77.0063931588067,155.48208363923334,232.48847679804,
2025-10-19 13:26:42.788462,0.17867944863941387,edge,0,65.81597923292452,178.67944863941386,244.4954278723384,
2025-10-19 13:26:43.076923,0.17144185829656278,edge,1,99.39013244595024,171.44185829656277,270.831990742513,
2025-10-19 13:26:43.365385,0.15892700905855886,edge,2,88.47141025259573,158.92700905855887,247.39841931115458,
2025-10-19 13:26:43.653846,0.15117499392410494,edge,0,87.93564601080098,151.17499392410494,239.11063993490592,
2025-10-19 13:26:43.942308,0.14988091756935973,edge,1,94.37533396968583,149.88091756935972,244.25625153904556,
2025-10-19 13:26:44.230769,0.1719900862845247,edge,2,56.742305326708255,171.9900862845247,228.73239161123297,
2025-10-19 13:26:44.519231,0.16972218644201817,edge,0,117.16243551600071,169.72218644201817,286.8846219580189,
2025-10-19 13:26:44.807692,0.168582466413099,edge,1,83.11309861411156,168.582466413099,251.6955650272106,
2025-10-19 13:26:45.096154,0.16838798695153342,edge,2,76.26566401760563,168.38798695153343,244.65365096913905,
2025-10-19 13:26:45.384615,0.1607928794601641,edge,0,73.31206997430431,160.7928794601641,234.1049494344684,
2025-10-19 13:26:45.673077,0.14933871335716098,edge,1,67.27718667875313,149.33871335716097,216.6159000359141,
2025-10-19 13:26:45.961538,0.14782347183930053,edge,2,82.90238453690029,147.82347183930054,230.7258563762008,
2025-10-19 13:26:46.250000,0.15567333310048997,edge,0,68.23728330774526,155.67333310048997,223.91061640823523,
2025-10-19 13:26:46.538462,0.1722365001587124,edge,1,65.56479906033485,172.2365001587124,237.80129921904725,
2025-10-19 13:26:46.826923,0.167413319306536,edge,2,87.84285540275417,167.41331930653598,255.25617470929018,
2025-10-19 13:26:47.115385,0.15641721272923578,edge,0,83.38789592561317,156.41721272923579,239.80510865484894,
2025-10-19 13:26:47.403846,0.15696998937112122,edge,1,106.53390568162389,156.96998937112122,263.5038950527451,
2025-10-19 13:26:47.692308,0.17129361281818445,edge,2,65.59304823529331,171.29361281818444,236.88666105347778,
2025-10-19 13:26:47.980769,0.17489998651610195,edge,0,67.81334479688923,174.89998651610193,242.71333131299116,
2025-10-19 13:26:48.269231,0.1686694976328176,edge,1,90.67571297588235,168.6694976328176,259.3452106087,
2025-10-19 13:26:48.557692,0.15325453948496173,edge,2,98.55718402997306,153.25453948496173,251.8117235149348,
2025-10-19 13:26:48.846154,0.15080640914227444,edge,0,98.83564129658008,150.80640914227445,249.6420504388545,
2025-10-19 13:26:49.134615,0.16633480136800557,edge,1,124.06917728698498,166.33480136800557,290.40397865499057,0.16160471691900294
