timestamp,decisions_count,edge_ratio,avg_cpu_util,avg_queue_len
2025-10-19 13:26:00,87,1.0,0.6085356992349871,34.666666666666664
2025-10-19 13:27:00,122,0.13934426229508196,0.6085356992349871,34.666666666666664
