timestamp,strategy,total_tasks,edge_tasks,cloud_tasks,avg_latency_ms,p95_latency_ms,edge_ratio,cloud_ratio,avg_reward,final_epsilon,avg_loss,dqn_accuracy_rate,dqn_total_decisions
2025-10-19 13:05:33,dqn,911,455,456,270.249101327574,398.8856437649081,0.4994511525795829,0.5005488474204172,4.486100097646895,0.010447285872500456,0.06566159032579891,0.49406688241639696,927
