timestamp,decisions_count,edge_ratio,avg_cpu_util,avg_queue_len
2025-10-19 13:26:00,333,1.0,0.6120126871883267,151.0
2025-10-19 13:27:00,574,0.20905923344947736,0.6120126871883267,151.0
