timestamp,strategy,total_tasks,edge_tasks,cloud_tasks,avg_latency_ms,p95_latency_ms,edge_ratio,cloud_ratio
2025-10-05 22:29:58,drl,315,151,164,271.46994863928325,394.482533554731,0.4793650793650794,0.5206349206349207
