timestamp,decisions_count,edge_ratio,avg_cpu_util,avg_queue_len
2025-10-05 22:29:00,11,1.0,0.6332032481752881,57.0
2025-10-05 22:30:00,126,1.0,0.6332032481752881,57.0
2025-10-05 22:31:00,125,0.272,0.6332032481752881,57.0
2025-10-05 22:32:00,53,0.0,0.6332032481752881,57.0
