timestamp,decisions_count,edge_ratio,avg_cpu_util,avg_queue_len
2025-10-19 13:05:00,247,1.0,0.5896282827805722,85.0
2025-10-19 13:06:00,264,0.030303030303030304,0.5896282827805722,85.0
